DIN/PIN,"Plan","Rec Eff Date","Rec End Date","Ben Grp List","LCA Ind","Pay Gen Ind","Brand Nm","Manuf","Generic Nm","Dosage Form","Trial Flg","Max Price","LCA Price","RDP Cat","RDP Sub Cat","RDP Price","RDP Excl Plans","Can Fed Reg Cd","Pcare Plan Desc","Max Days Supply","Qty Limit","Formulary List Date","Ltd Use Flag","Max Daily Qty","Max Period Qty","Max Period Qty Days","Max Annual Qty","BGTS Cat Cd","BGTS Cat Desc","BGTS Max Annual Qty"	
00002143,"NB",20190319,40001230,"","","N","Pyopen Inj 1gm","003691","CARBENICILLIN DISODIUM 1 G HS","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002151,"NB",20190319,40001230,"","","N","Orbenin Inj 250mg","003691","CLOXACILLIN SODIUM 250 MG HS","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002178,"NB",20141206,40001230,"","","N","Orbenin Inj 500mg","003691","CLOXACILLIN SODIUM 500 MG HS","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002186,"NB",20150101,40001230,"","","N","Orbenin Inj 2000mg","003691","CLOXACILLIN SODIUM 2 G HS","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002208,"NB",20190319,40001230,"","","N","Penicillin G Potassium Inj 1000000iu","003691","PENICILLIN G POTASSIUM 1MM UNIT HS","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002216,"NB",20190319,40001230,"","","N","Penicillin G Potassium Inj 5000000iu","003691","PENICILLIN G POTASSIUM 5MM UNIT HS","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002224,"NB",20190319,40001230,"","","N","Penicillin G Potassium Inj 10000000iu","003691","PENICILLIN G POTASSIUM 10MM UNIT HS","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002232,"NB",20150116,40001230,"","","N","Penicillin G Sodium Inj 1000000iu","003691","PENICILLIN G SODIUM 1MM UNIT HS","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002240,"NB",20190319,40001230,"","","N","Penicillin G Sodium Inj 5000000iu","003691","PENICILLIN G SODIUM 5MM UNIT HS","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002259,"NB",20190319,40001230,"","","N","Penicillin G Sodium Inj 10000000iu","003691","PENICILLIN G SODIUM 10MM UNIT HS","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002267,"NB",20190319,40001230,"","","N","Protopam Chloride Inj 1gm","003691","PRALIDOXIME CHLORIDE 1 G HS","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002283,"NB",20190319,40001230,"","","N","Premarin Inj 25mg/5ml","003691","ESTROGENS, CONJUGATED 25 MG HS","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002291,"NB",20101015,40001230,"","","N","Apl Inj 1000 Iu/Ml","003691","CHORIONIC GONADOTROPIN, HUMAN 10000 UNIT HS","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002305,"NB",20190319,40001230,"","","N","Inderal Inj 1mg","003691","PROPRANOLOL HCL 1 MG/ML HV","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002313,"NB",20190319,40001230,"","","N","Phospholine Iodide Dps 6.25mg/5ml","003691","ECHOTHIOPHATE IODIDE 0.125 % SO","DROPS","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002348,"NB",20190319,40001230,"","","N","Phospholine Iodide Dps 12.5mg/5ml","003691","ECHOTHIOPHATE IODIDE 0.25 % SO","DROPS","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002356,"NB",20000928,40001230,"","","N","Epitrate Oph Drp (7cc) (D/C)","003691","Unknown Generic Drug  ","","N", 0000.0000, 0000.0000,"","",,"","","Non-Benefit", 000, 00000000,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002402,"NB",20190319,40001230,"","","N","Ayercillin Suspension","003691","PENICILLIN G PROCAINE 300000/ML HV","VIAL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002410,"NB",20181011,40001230,"","","N","Penbritin Pws 125mg/5ml","003691","AMPICILLIN TRIHYDRATE 125 MG/5ML PD","SUSP RECON","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002429,"NB",20101015,40001230,"","","N","Penbritin Pws 250mg/5ml","003691","AMPICILLIN TRIHYDRATE 250 MG/5ML PD","SUSP RECON","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002445,"NB",20170401,40001230,"NB","P","Y","Orbenin Pwr 125mg/5ml","003691","CLOXACILLIN SODIUM 125 MG/5ML PI","SOLN RECON","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,20170401,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002453,"NB",20000928,40001230,"","","N","Riopan Sus 480mg/5ml (D/C)","003691","Unknown Generic Drug  ","","N", 0000.0000, 0000.0000,"","",,"","","Non-Benefit", 000, 00000000,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002488,"NB",20000928,40001230,"","","N","Hylenta Forte Orl Liq (D/C)","003691","Unknown Generic Drug  ","","N", 0000.0000, 0000.0000,"","",,"","","Non-Benefit", 000, 00000000,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002524,"NB",19951006,40001230,"","","N","Pms-Sod Cromoglycate Powder","003550","CROMOLYN SODIUM  PA","POWDER","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 00000000,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002526,"NB",20150915,40001230,"","","N","Avlosulfon Tab 100mg","003691","DAPSONE 100 MG TA","TABLET","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002534,"NB",20150116,40001230,"","","N","Antabuse Tab 0.25gm","003691","DISULFIRAM 250 MG TA","TABLET","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002542,"NB",20150101,40001230,"","","N","Antabuse Tab 500mg","003691","DISULFIRAM 500 MG TA","TABLET","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002550,"NB",20000928,40001230,"","","N","Riopan Chewtab 400mg (D/C)","003691","Unknown Generic Drug  ","","N", 0000.0000, 0000.0000,"","",,"","","Non-Benefit", 000, 00000000,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002569,"NB",20150101,40001230,"","","N","Premarin Tablets 0.3mg","003691","ESTROGENS, CONJUGATED 0.3 MG TA","TABLET","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002577,"NB",20150916,40001230,"","","N","Premarin Tablets 0.625mg","003691","ESTROGENS, CONJUGATED 0.625 MG TA","TABLET","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002585,"NB",20150101,40001230,"","","N","Premarin Tablets 1.25mg","003691","ESTROGENS, CONJUGATED 1.25 MG TA","TABLET","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002593,"NB",20181011,40001230,"","","N","Premarin Tablets 2.5mg","003691","ESTROGENS, CONJUGATED 2.5 MG TA","TABLET","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002607,"NB",20000928,40001230,"","","N","Hylenta Tab 10 (D/C)","003691","Unknown Generic Drug  ","","N", 0000.0000, 0000.0000,"","",,"","","Non-Benefit", 000, 00000000,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002623,"NB",20170401,40001230,"NB","P","Y","Mysoline Tab 125mg","003691","PRIMIDONE 125 MG TC","TAB CHEW","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,20170401,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002631,"NB",20150915,40001230,"","","N","Mysoline Tab 250mg","003691","PRIMIDONE 250 MG TA","TABLET","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002658,"NB",20170401,40001230,"NB","P","Y","Inderal Tab 10mg","003691","PROPRANOLOL HCL 10 MG TA","TABLET","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,20170401,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002666,"NB",20190416,40001230,"","P","Y","Inderal Tab 40mg","003691","PROPRANOLOL HCL 40 MG TA","TABLET","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002682,"NB",20000928,40001230,"","","N","Thiosulfil Forte Tab 0.5gm (D/C)","003691","Unknown Generic Drug  ","","N", 0000.0000, 0000.0000,"","",,"","","Non-Benefit", 000, 00000000,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002690,"NB",20150116,40001230,"","","N","Radiostol Cap 50000iu","000000","ERGOCALCIFEROL (VITAMIN D2) 50000 UNIT CA","CAPSULE","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002712,"NB",20150915,40001230,"","","N","Propaderm Cream 0.025%","000000","BECLOMETHASONE DIPROPIONATE 0.025 % KA","CREAM (G)","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002720,"NB",19940101,40001230,"","","N","Bridine Vaginal Gel 10%","000000","POVIDONE-IODINE 10 % JG","GEL (GRAM)","N", 0000.0000, 0000.0000,"","",,"","O","Non-Benefit", 000, 00000000,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002739,"NB",20180824,40001230,"","","N","Entacyl Granules 2.0gm","000000","PIPERAZINE ADIPATE 2 G PP","PACKET","N", 0000.0000, 0000.0000,"","",,"","O","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"B",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"B",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"B",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"B",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"C",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"C",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"C",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"C",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"F",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"F",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"F",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"F",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"I",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"I",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"I",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"I",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"W",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"W",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"W",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002747,"W",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Amylnitrite Glass Cap 5min","000000","AMYL NITRITE 0.3 ML HH","AMPUL","N", 0004.4415, 0000.0000,"","",,"","E","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002755,"NB",20201124,40001230,"","","N","Paraldehyde Orl Sol (D/C)","003691","Unknown Generic Drug  ","","N", 0000.0000, 0000.0000,"","",,"","","Non-Benefit", 000, 00000000,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002771,"NB",20000928,40001230,"","","N","Cephaloridine Inj 500mg (D/C)","000000","Unknown Generic Drug  ","","N", 0000.0000, 0000.0000,"","",,"","","Non-Benefit", 000, 00000000,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002773,"NB",20060222,40001230,"","","N","Pms-Methadone Hcl Powder","003550","METHADONE HCL 100 % PA","POWDER","N", 0000.0000, 0000.0000,"","",,"","N","Non-Benefit", 000, 00000000,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002798,"NB",20000928,40001230,"","","N","Cephaloridine Inj 1gm (D/C)","000000","Unknown Generic Drug  ","","N", 0000.0000, 0000.0000,"","",,"","","Non-Benefit", 000, 00000000,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002909,"NB",20120125,40001230,"NB","","N","Anacobin 1000mcg/Ml","000000","CYANOCOBALAMIN (VITAMIN B-12) 1000MCG/ML HV","VIAL","N", 0000.0000, 0000.0000,"","",,"","O","Non-Benefit", 000, 99999999,20101015,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"B",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"B",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"B",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"B",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"C",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"C",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"C",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"C",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"F",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"F",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"F",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"F",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"I",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"I",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"I",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"I",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"W",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00002925,"W",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Ergometrine Inj 0.25mg","000000","ERGONOVINE MALEATE 0.25 MG/ML HH","AMPUL","N", 0001.5897, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
